Havaintoasema,Asemakoodi,Latitudi (desimaaliasteita),Longitudi (desimaaliasteita),Alkuhetki,Loppuhetki,Datan luontihetki
Helsinki Kaisaniemi,100971,60.17523,24.94459,2018-01-01T01:00:00.000Z,2019-01-01T00:00:00.000Z,2021-04-10T19:51:25.231Z
