Havaintoasema,Asemakoodi,Latitudi (desimaaliasteita),Longitudi (desimaaliasteita),Alkuhetki,Loppuhetki,Datan luontihetki
Helsinki Kaisaniemi,100971,60.17523,24.94459,2015-01-01T00:00:00.000Z,2016-01-07T00:00:00.000Z,2021-04-10T19:46:40.508Z
