Havaintoasema,Asemakoodi,Latitudi (desimaaliasteita),Longitudi (desimaaliasteita),Alkuhetki,Loppuhetki,Datan luontihetki
Helsinki Kaisaniemi,100971,60.17523,24.94459,2020-01-01T01:00:00.000Z,2021-01-01T00:00:00.000Z,2021-04-10T19:53:24.634Z
