Havaintoasema,Asemakoodi,Latitudi (desimaaliasteita),Longitudi (desimaaliasteita),Alkuhetki,Loppuhetki,Datan luontihetki
Helsinki Kaisaniemi,100971,60.17523,24.94459,2014-12-01T00:00:00.000Z,2014-12-29T23:00:00.000Z,2021-04-10T19:45:39.589Z
